Date/Time,Test Name,Test Type,User Data,Test Result,Exposure,Focal Spot,Ingrid Config,Exp Mode,Bias,Anode,Cathode,Anode/Cathode,kV Regul,Total Spits,Detailed Time,kV,Actual kV,mA,Actual mA,Generator Errors
7/27/2015 1:05:07 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,0,0,0, ,125, ,0, ,
7/27/2015 1:06:17 PM,Dark Current,6,3.16,Passed
7/27/2015 1:07:26 PM,Grid Cutoff Current,Grid Cutoff,,,1,Small,Grid ON,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/27/2015 1:07:47 PM,Grid Cutoff Current,7,0,Resulted in Error:  
7/27/2015 1:09:35 PM,Grid Cutoff Current,Grid Cutoff,,,1,Small,Grid ON,Diagnostic Mode,2200,0,0,0,0,0, ,125, ,0, ,
7/27/2015 1:10:22 PM,Grid Cutoff Current,7,5.79,Passed
