7/9/2013 1:02:46 PM,Functional Test ECR 2028703
Date,Process,Error
7/9/2013 1:11:38 PM,Jedi Status,Error Status: 30- Error Data: 324 Error Phase: 5 Error Class: 2
7/9/2013 1:17:57 PM,Jedi Status,Error Status: 30- Error Data: 324 Error Phase: 5 Error Class: 2
7/9/2013 1:24:16 PM,Jedi Status,Error Status: 30- Error Data: 324 Error Phase: 5 Error Class: 2
7/9/2013 1:36:47 PM,Jedi Status,Error Status: 30- Error Data: 324 Error Phase: 5 Error Class: 2
7/9/2013 2:19:42 PM,Jedi Status,Error Status: 30- Error Data: 324 Error Phase: 5 Error Class: 2
