Date/Time,Test Name,Test Type,User Data,Test Result,Exposure,Focal Spot,Ingrid Config,Exp Mode,Bias,Anode,Cathode,Anode/Cathode,kV Regul,Total Spits,Detailed Time,kV,Actual kV,mA,Actual mA,Generator Errors
7/10/2013 12:51:46 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:51:53 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:52:43 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,1,0,0,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:52:48 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:53:38 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:53:48 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:54:40 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:55:57 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:56:50 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:56:54 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:57:46 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:57:51 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:58:43 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:58:50 PM,Dark Current,6,0,Resulted in Error:  
7/10/2013 12:59:42 PM,Dark Current,Dark Current,,,1,Small,Grid OFF,Diagnostic Mode,2200,0,0,1,0,1, ,125, ,0, ,316:  Spit Max Error | 999:  Error in Idle mode - See VT220 for description | 
7/10/2013 12:59:47 PM,Dark Current,6,0,Resulted in Error:  
