30/06/2018 12:48:34,Functional Test ECR 2028703
Recipe:  Functional Test ECR 2028703
Serial Number:  215728GI7
Date,Protocol Name,Seq. #,Prescription Name,Seq #,Prescription Type,Current Exp.,Anode Spits,Cathode Spits,AnodeCathode Spits,kvRegul,Total Spits,Actual Exp. Time,Exp. Voltage,Actual Voltage,Exp. mA,Actual mA,Generator Errors
30/06/2018 12:48:50,Calibration,1,Calibration 1,1,E,1,0,0,0,0,0,0,04827586,80,80,35,29,
30/06/2018 12:48:54,Calibration,1,Calibration 1,1,E,2,0,0,0,0,0,0,05,80,80,35,34,
30/06/2018 12:48:58,Calibration,1,Calibration 1,1,E,3,0,0,0,0,0,0,04927536,80,80,35,34,5,
30/06/2018 12:49:02,Calibration,1,Calibration 2,2,E,1,0,0,0,0,0,0,04844291,80,80,35,28,9,
30/06/2018 12:49:06,Calibration,1,Calibration 2,2,E,2,0,0,0,0,0,0,04956268,80,80,35,34,3,
30/06/2018 12:49:10,Calibration,1,Calibration 2,2,E,3,0,0,0,0,0,0,04885057,80,80,35,34,8,
30/06/2018 12:49:13,Calibration,1,Calibration 3,3,E,1,0,0,0,0,0,0,4995997,80,80,125,124,9,
30/06/2018 12:49:18,Calibration,1,Calibration 3,3,E,2,0,0,0,0,0,0,5004003,80,80,125,124,9,
30/06/2018 12:49:22,Calibration,1,Calibration 3,3,E,3,0,0,0,0,0,0,5004003,80,80,125,124,9,
30/06/2018 12:49:26,Calibration,1,Calibration 4,4,E,1,0,0,0,0,0,0,5,80,80,250,247,4,
30/06/2018 12:49:30,Calibration,1,Calibration 4,4,E,2,0,0,0,0,0,0,4997988,80,80,250,248,5,
30/06/2018 12:49:35,Calibration,1,Calibration 4,4,E,3,0,0,0,0,0,0,5,80,80,250,249,
30/06/2018 12:49:39,Calibration,1,Calibration 5,5,E,1,0,0,0,0,0,1,80,80,125,124,9,
30/06/2018 12:49:44,Calibration,1,Calibration 5,5,E,2,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:49:49,Calibration,1,Calibration 5,5,E,3,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:49:54,Calibration,1,Calibration 5,5,E,4,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:49:59,Calibration,1,Calibration 5,5,E,5,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:04,Calibration,1,Calibration 5,5,E,6,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:09,Calibration,1,Calibration 5,5,E,7,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:14,Calibration,1,Calibration 5,5,E,8,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:19,Calibration,1,Calibration 5,5,E,9,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:24,Calibration,1,Calibration 5,5,E,10,0,0,0,0,0,1,80,80,125,125,
30/06/2018 12:50:28,Calibration,1,Calibration 6,6,E,1,0,0,0,0,0,1,80,80,250,249,4,
30/06/2018 12:50:33,Calibration,1,Calibration 6,6,E,2,0,0,0,0,0,1,80,80,250,249,8,
30/06/2018 12:50:38,Calibration,1,Calibration 6,6,E,3,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:50:43,Calibration,1,Calibration 6,6,E,4,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:50:48,Calibration,1,Calibration 6,6,E,5,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:50:53,Calibration,1,Calibration 6,6,E,6,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:50:58,Calibration,1,Calibration 6,6,E,7,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:51:03,Calibration,1,Calibration 6,6,E,8,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:51:08,Calibration,1,Calibration 6,6,E,9,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 12:51:13,Calibration,1,Calibration 6,6,E,10,0,0,0,0,0,1,80,80,250,249,9,
30/06/2018 13:00:17,Tube Warm Up,2,WarmUp,1,E,1,0,0,0,0,0,540,2125,80,80,75,36,7,
30/06/2018 13:00:27,10 second Delay,2,D
30/06/2018 13:01:31,NG HVIS #1,3,NG HVIS 110,1,E,1,0,0,0,0,0,60,55814,110,110,15,4,3,
30/06/2018 13:01:36,5 second Delay,2,D
30/06/2018 13:02:39,NG HVIS #1,3,NG HVIS 115,3,E,1,0,0,0,0,0,60,51163,115,115,15,4,3,
30/06/2018 13:02:44,5 second Delay,4,D
30/06/2018 13:03:48,NG HVIS #1,3,NG HVIS 120,5,E,1,0,0,0,0,0,60,41861,120,120,15,4,3,
30/06/2018 13:03:53,5 second Delay,6,D
30/06/2018 13:04:56,NG HVIS #2,4,NG HVIS 125,1,E,1,0,0,0,0,0,60,37209,125,125,15,4,3,
30/06/2018 13:05:01,5 second Delay,2,D
30/06/2018 13:06:05,NG HVIS #2,4,NG HVIS 130,3,E,1,0,0,0,0,0,60,25581,130,130,15,4,3,
30/06/2018 13:06:10,5 second Delay,4,D
30/06/2018 13:07:13,NG HVIS #3,5,NG HVIS 135,1,E,1,0,0,0,0,0,60,18605,135,135,15,4,3,
30/06/2018 13:07:18,5 second Delay,2,D
30/06/2018 13:08:22,NG HVIS #3,5,NG HVIS 140,3,E,1,12,0,0,0,12,59,97675,140,140,15,4,3,324:  Tube spit (all kV drop/regul errors) | 
30/06/2018 13:09:27,NG HVIS #3,5,NG HVIS 135,1,E,1,0,0,0,0,0,60,2093,135,135,15,4,3,
30/06/2018 13:09:32,5 second Delay,2,D
30/06/2018 13:10:35,NG HVIS #3,5,NG HVIS 140,3,E,1,0,0,0,0,0,60,09302,140,140,15,4,3,
30/06/2018 13:10:40,5 second Delay,4,D
30/06/2018 13:11:44,NG HVIS #4,6,NG HVIS 140,1,E,1,0,0,0,0,0,60,13953,140,140,15,4,3,
30/06/2018 13:11:49,5 second Delay,2,D
30/06/2018 13:12:52,NG HVIS #4,6,NG HVIS 140,3,E,1,0,0,0,0,0,60,13953,140,140,15,4,3,
30/06/2018 13:12:57,5 second Delay,4,D
30/06/2018 13:16:01,SHVIS 2 A,7,SHVIS 2 80,1,E,1,0,0,0,0,0,177,3333,80,80,1,0,3,
30/06/2018 13:16:06,5 second Delay,2,D
30/06/2018 13:19:09,SHVIS 2 A,7,SHVIS 2 85,3,E,1,0,0,0,0,0,177,85,85,1,0,3,
30/06/2018 13:19:14,5 second Delay,4,D
30/06/2018 13:22:18,SHVIS 2 A,7,SHVIS 2 90,5,E,1,0,0,0,0,0,177,3333,90,90,1,0,3,
30/06/2018 13:22:23,5 second Delay,6,D
30/06/2018 13:25:27,SHVIS 2 B,8,SHVIS 2 95,1,E,1,0,0,0,0,0,177,3333,95,95,1,0,3,
30/06/2018 13:25:32,5 second Delay,2,D
30/06/2018 13:28:35,SHVIS 2 B,8,SHVIS 2 100,3,E,1,0,0,0,0,0,177,3333,100,100,1,0,3,
30/06/2018 13:28:40,5 second Delay,4,D
30/06/2018 13:31:44,SHVIS 2 B,8,SHVIS 2 105,5,E,1,0,0,0,0,0,177,6667,105,105,1,0,3,
30/06/2018 13:31:49,5 second Delay,6,D
30/06/2018 13:34:52,SHVIS 2 C,9,SHVIS 2 110,1,E,1,0,0,0,0,0,177,6667,110,110,1,0,3,
30/06/2018 13:34:57,5 second Delay,2,D
30/06/2018 13:38:01,SHVIS 2 C,9,SHVIS 2 115,3,E,1,0,0,0,0,0,177,6667,115,115,1,0,3,
30/06/2018 13:38:06,5 second Delay,4,D
30/06/2018 13:41:09,SHVIS 2 C,9,SHVIS 2 120,5,E,1,0,0,0,0,0,176,6667,120,120,1,0,3,
30/06/2018 13:41:14,5 second Delay,6,D
30/06/2018 13:44:18,SHVIS 2 D,10,SHVIS 2 125,1,E,1,0,0,0,0,0,176,6667,125,125,1,0,3,
30/06/2018 13:44:23,5 second Delay,2,D
30/06/2018 13:47:26,SHVIS 2 D,10,SHVIS 2 130,3,E,1,1,0,0,0,1,177,3333,130,130,1,0,3,324:  Tube spit (all kV drop/regul errors) | 
30/06/2018 13:47:33,5 second Delay,4,D
